Obs,Time,Date,configName,configAuthor,remark,Observation,,,gsw,gbw,gtw,E_apparent,VPcham,VPref,VPleaf,VPDleaf,H2O_r,H2O_s,H2O_leaf,leaf_area,leaf_width,flashID,Fo,Fm,Fv/Fm,Fs,Fm',PhiPS2,PS2/1,abs,ETR,TRANS,rh_s,rh_r,Tref,Tmeas,Tleaf,P_atm,flow,flow_s,leak_pct,Qamb,batt,match_time,match_date,rh_adj,type,gsw1sec,gsw2sec,gsw4sec,flr1sec,flr2sec,flr4sec,auto,flow_set,gsw_limit,gsw_period,aw,Bla,Blb,Blc,Bld,Ble,chamber,dark,flash_type,flash_intensity,modrate,flr_limit,flr_period,P1_dur,P2_dur,P3_dur,P1_Fmax,P2_ramp,P2_slp,P3_Fmax,P3_Pred,P3_DeltaF,v_humA,v_humB,v_flowIn,v_flowOut,v_temp,v_irt,v_pres,v_par,v_F,i_LED,b_rhr,m_rhr,span_rhr,b_rhs,m_rhs,span_rhs,z_flowIn,z_flowOut,z_quantum,z_flr,flashId,lciSerNum,lcpSerNum,lcfSerNum,lcrhSerNum,version,configUpdatedAt,MEASUREMENT_HEADER_END
26,10:37:35,2025-08-28,Manual gsw+F,LI-COR Default,,26,,,0.023209,2.923697,0.023026,0.583324,0.710517,0.697388,2.710918,2.000401,8.644488,8.807239,33.603268,0.441786,7.5,PSF-00232_20250828103735_e86,0,0,0,17.781616,45.062607,0.605402,0.5,0.8,84.457397,1,25.52,25.05,22.79,22.35,22.35,80.67,156.9,149,5.1,349,3.985,10:28:52,2025-08-28,0.21,1,-0.001,0.001,0.008,0.487,-2.259,-4.681,0,150,-9999,-9999,0.058905,0,0.02923,0,0,-0.000068,standard,0,mpf,7000,500,-9999,-9999,300,300,300,33.676029,25,-6.314119,36.483047,36.015049,0.467999,2.445709,2.454482,1.645414,0.910493,0.297888,-0.004738,0.271114,0.397827,16.337513,0.000657,2.40043,-0.000041,1,2.408421,-0.000039,1,0.60025,0.601702,0.107071,0,PSF-00232_20250828103735_e86,PFA-00245,PSA-00257,PSF-00232,RHS-00222,3.0.0,2021-01-19T12:57:14.097Z,MEASUREMENT_END
27,10:37:59,2025-08-28,Manual gsw+F,LI-COR Default,,27,,,0.027132,2.923768,0.026882,0.67468,0.7362,0.72102,2.717572,1.981373,8.937501,9.125669,33.686062,0.441786,7.5,PSF-00232_20250828103759_939,0,0,0,122.151375,253.821228,0.51875,0.5,0.8,54.384418,1,26.42,25.87,22.8,22.39,22.39,80.67,157,152.9,2.6,262,3.959,10:28:52,2025-08-28,0.21,1,-0.001,0,0.001,0.06,-2.731,2.128,0,150,-9999,-9999,0.058905,0,0.02923,0,0,-0.000068,standard,0,mpf,7000,500,-9999,-9999,300,300,300,241.949921,25,-9.005271,238.137604,240.917496,-2.779892,2.447039,2.455935,1.645489,0.920197,0.297735,-0.004429,0.272964,0.32557,122.151375,0.000653,2.40043,-0.000041,1,2.408421,-0.000039,1,0.60025,0.601702,0.107071,0,PSF-00232_20250828103759_939,PFA-00245,PSA-00257,PSF-00232,RHS-00222,3.0.0,2021-01-19T12:57:14.097Z,MEASUREMENT_END
28,10:38:35,2025-08-28,Manual gsw+F,LI-COR Default,,28,,,0.014702,2.922985,0.014628,0.368474,0.703432,0.695132,2.692842,1.989411,8.616156,8.719028,33.377754,0.441786,7.5,PSF-00232_20250828103835_8ca,0,0,0,96.218704,255.78804,0.623834,0.5,0.8,14.51549,1,25.23,24.93,22.82,22.24,22.24,80.68,156.9,75.9,51.6,58,3.984,10:28:52,2025-08-28,0.21,1,-0.001,-0.002,0.008,0.083,0.123,0.204,0,150,-9999,-9999,0.058905,0,0.02923,0,0,-0.000068,standard,0,mpf,7000,500,-9999,-9999,300,300,300,254.146103,25,-0.892365,254.31955,254.509369,-0.189819,2.445516,2.454006,1.644663,0.745802,0.297599,-0.006261,0.275676,0.155566,96.218704,0.000658,2.40043,-0.000041,1,2.408421,-0.000039,1,0.60025,0.601702,0.107071,0,PSF-00232_20250828103835_8ca,PFA-00245,PSA-00257,PSF-00232,RHS-00222,3.0.0,2021-01-19T12:57:14.097Z,MEASUREMENT_END
29,10:38:57,2025-08-28,Manual gsw+F,LI-COR Default,,29,,,0.01886,2.921486,0.018739,0.483252,0.636479,0.625573,2.674314,2.037835,7.754113,7.889303,33.148716,0.441786,7.5,PSF-00232_20250828103857_0c2,0,0,0,88.164207,207.899368,0.575928,0.5,0.8,87.329208,1,22.82,22.43,22.82,22.13,22.13,80.68,156.7,153.5,2.1,379,3.983,10:28:52,2025-08-28,0.21,1,0.002,0.004,-0.002,-0.408,-0.738,-0.329,0,150,-9999,-9999,0.058905,0,0.02923,0,0,-0.000068,standard,0,mpf,7000,500,-9999,-9999,300,300,300,202.469589,25,-3.678286,202.890152,202.628723,0.261429,2.441439,2.450061,1.643086,0.921524,0.297525,-0.007614,0.277225,0.423099,88.164207,0.000658,2.40043,-0.000041,1,2.408421,-0.000039,1,0.60025,0.601702,0.107071,0,PSF-00232_20250828103857_0c2,PFA-00245,PSA-00257,PSF-00232,RHS-00222,3.0.0,2021-01-19T12:57:14.097Z,MEASUREMENT_END
30,10:39:38,2025-08-28,Manual gsw+F,LI-COR Default,,30,,,0.038018,2.921651,0.037529,0.93458,0.646954,0.625867,2.615366,1.968411,7.757856,8.019238,32.418438,0.441786,7.5,PSF-00232_20250828103938_890,0,0,0,216.271515,412.670746,0.475922,0.5,0.8,36.645363,1,23.12,22.37,22.87,21.76,21.76,80.68,156.7,154.6,1.4,192,3.982,10:39:17,2025-08-28,0.18,1,0.001,-0.002,-0.001,-5.364,-13.616,-28.56,0,150,-9999,-9999,0.058905,0,0.02923,0,0,-0.000068,standard,0,mpf,7000,500,-9999,-9999,300,300,300,403.709656,25,-6.464207,400.34903,403.408112,-3.059082,2.441343,2.450601,1.643259,0.924312,0.296956,-0.01228,0.280243,0.26755,216.271515,0.000658,2.40043,-0.000041,1,2.408421,-0.000039,1,0.60025,0.601702,0.107071,0,PSF-00232_20250828103938_890,PFA-00245,PSA-00257,PSF-00232,RHS-00222,3.0.0,2021-01-19T12:57:14.097Z,MEASUREMENT_END
31,10:40:04,2025-08-28,Manual gsw+F,LI-COR Default,,31,,,0.007554,2.921411,0.007535,0.193359,0.679096,0.674734,2.705979,2.026883,8.363472,8.41754,33.54121,0.441786,7.5,PSF-00232_20250828104004_656,0,0,0,172.556168,328.012299,0.473934,0.5,0.8,42.669643,1,24.24,24.08,22.89,22.32,22.32,80.68,156.7,155,1,225,3.981,10:39:17,2025-08-28,0.18,1,0,0,-0.002,-1.011,-0.99,-5.279,0,150,-9999,-9999,0.058905,0,0.02923,0,0,-0.000068,standard,0,mpf,7000,500,-9999,-9999,300,300,300,320.039032,25,-5.649833,317.074646,319.916595,-2.841949,2.444138,2.452425,1.643007,0.925487,0.296678,-0.006246,0.282132,0.294715,172.556168,0.000664,2.40043,-0.000041,1,2.408421,-0.000039,1,0.60025,0.601702,0.107071,0,PSF-00232_20250828104004_656,PFA-00245,PSA-00257,PSF-00232,RHS-00222,3.0.0,2021-01-19T12:57:14.097Z,MEASUREMENT_END
32,10:40:22,2025-08-28,Manual gsw+F,LI-COR Default,,32,,,-0.045117,2.922345,-0.045824,-0.490167,0.679357,0.690407,1.53054,0.851183,8.557402,8.420444,18.970621,0.441786,7.5,PSF-00232_20250828104022_b11,0,0,0,1.747012,1.742721,-0.002463,0.5,0.8,-0.373488,1,24.23,24.62,22.91,13.28,13.28,80.68,156.8,-10.4,106.7,379,3.981,10:39:17,2025-08-28,0.18,1,-9999,-9999,-9999,-9999,-9999,-9999,0,150,-9999,-9999,0.058905,0,0.02923,0,0,-0.000068,standard,0,mpf,7000,500,-9999,-9999,300,300,300,1.742721,25,-0.010925,1.710892,1.727066,-0.016174,2.445008,2.452405,1.643989,0.583646,0.296512,-0.103868,0.28342,0.423172,1.747012,0.000658,2.40043,-0.000041,1,2.408421,-0.000039,1,0.60025,0.601702,0.107071,0,PSF-00232_20250828104022_b11,PFA-00245,PSA-00257,PSF-00232,RHS-00222,3.0.0,2021-01-19T12:57:14.097Z,MEASUREMENT_END
33,10:40:52,2025-08-28,Manual gsw+F,LI-COR Default,,33,,,0.006188,2.92359,0.006175,0.200132,0.734885,0.730381,3.284787,2.549902,9.052335,9.10816,40.711628,0.441786,7.5,PSF-00232_20250828104052_104,0,0,0,51.506279,62.352627,0.173952,0.5,0.8,87.901505,1,26.11,25.95,22.97,25.55,25.55,80.68,156.9,154.9,1.3,1263,3.978,10:39:17,2025-08-28,0.18,1,-0.001,-0.003,-0.002,0.369,0.564,-0.001,0,150,-9999,-9999,0.058905,0,0.02923,0,0,-0.000068,standard,0,mpf,7000,500,-9999,-9999,300,300,300,60.577869,25,-1.209772,60.576797,60.619133,-0.042336,2.447129,2.455443,1.645301,0.925183,0.295753,0.030065,0.285699,1.160249,51.506279,0.000634,2.40043,-0.000041,1,2.408421,-0.000039,1,0.60025,0.601702,0.107071,0,PSF-00232_20250828104052_104,PFA-00245,PSA-00257,PSF-00232,RHS-00222,3.0.0,2021-01-19T12:57:14.097Z,MEASUREMENT_END
34,10:41:19,2025-08-28,Manual gsw+F,LI-COR Default,,34,,,0.028126,2.924501,0.027858,0.697741,0.809079,0.793402,2.784761,1.975683,9.834182,10.02849,34.516987,0.441786,7.5,PSF-00232_20250828104119_99b,0,0,0,79.581856,171.621735,0.536295,0.5,0.8,156.495331,1,28.66,28.1,23.02,22.79,22.79,80.68,157,16.7,89.4,730,3.979,10:39:17,2025-08-28,0.18,1,-0.002,0.006,0.005,-0.607,-3.022,-4.596,0,150,-9999,-9999,0.058905,0,0.02923,0,0,-0.000068,standard,0,mpf,7000,500,-9999,-9999,300,300,300,166.698929,25,-3.406224,165.375702,166.740921,-1.365219,2.450549,2.459512,1.646264,0.631395,0.295189,-0.00233,0.287746,0.715251,79.581856,0.000674,2.40043,-0.000041,1,2.408421,-0.000039,1,0.60025,0.601702,0.107071,0,PSF-00232_20250828104119_99b,PFA-00245,PSA-00257,PSF-00232,RHS-00222,3.0.0,2021-01-19T12:57:14.097Z,MEASUREMENT_END
35,10:41:41,2025-08-28,Manual gsw+F,LI-COR Default,,35,,,0.01432,2.924443,0.01425,0.383398,0.844014,0.835403,2.963616,2.119601,10.353949,10.460676,36.730919,0.441786,7.5,PSF-00232_20250828104141_324,0,0,0,135.71048,201.95787,0.328026,0.5,0.8,157.766418,1,29.82,29.52,23.06,23.82,23.82,80.68,157,152.6,2.8,1202,3.979,10:39:17,2025-08-28,0.18,1,-0.001,-0.001,-0.002,-0.715,-3.3,-7.882,0,150,-9999,-9999,0.058905,0,0.02923,0,0,-0.000068,standard,0,mpf,7000,500,-9999,-9999,300,300,300,192.977066,25,-5.083942,190.973633,194.67305,-3.699417,2.452763,2.46134,1.646203,0.919344,0.294708,0.008999,0.289446,1.109471,135.71048,0.000654,2.40043,-0.000041,1,2.408421,-0.000039,1,0.60025,0.601702,0.107071,0,PSF-00232_20250828104141_324,PFA-00245,PSA-00257,PSF-00232,RHS-00222,3.0.0,2021-01-19T12:57:14.097Z,MEASUREMENT_END
36,10:42:15,2025-08-28,Manual gsw+F,LI-COR Default,,36,,,0.009714,2.921359,0.009682,0.269159,0.82405,0.817988,3.013671,2.189621,10.138206,10.213334,37.35165,0.441786,7.5,PSF-00232_20250828104215_f0b,0,0,0,66.197632,103.611038,0.361095,0.5,0.8,120.131851,1,29.01,28.8,23.12,24.1,24.1,80.68,156.7,155,1.1,832,3.978,10:39:17,2025-08-28,0.18,1,-0.001,-0.002,-0.005,-0.382,-0.016,-2.117,0,150,-9999,-9999,0.058905,0,0.02923,0,0,-0.000068,standard,0,mpf,7000,500,-9999,-9999,300,300,300,96.942184,25,-4.574279,96.877457,97.056511,-0.179054,2.451624,2.460052,1.642952,0.925378,0.293998,0.011517,0.29199,0.800451,66.197632,0.000653,2.40043,-0.000041,1,2.408421,-0.000039,1,0.60025,0.601702,0.107071,0,PSF-00232_20250828104215_f0b,PFA-00245,PSA-00257,PSF-00232,RHS-00222,3.0.0,2021-01-19T12:57:14.097Z,MEASUREMENT_END
37,10:42:40,2025-08-28,Manual gsw+F,LI-COR Default,,37,,,0.010477,2.922864,0.01044,0.277831,0.838286,0.832038,2.935075,2.096788,10.313204,10.390647,36.380558,0.441786,7.5,PSF-00232_20250828104240_c69,0,0,0,91.711876,180.294571,0.491322,0.5,0.8,153.897141,1,29.43,29.22,23.16,23.66,23.66,80.68,156.8,153.1,2.4,783,3.946,10:39:17,2025-08-28,0.18,1,0.001,-0.002,-0.005,-1.317,-1.314,-3.004,0,150,-9999,-9999,0.058905,0,0.02923,0,0,-0.000068,standard,0,mpf,7000,500,-9999,-9999,300,300,300,171.624542,25,-6.052485,170.520538,171.621918,-1.101379,2.452269,2.460711,1.644536,0.920672,0.293477,0.005941,0.293853,0.759899,91.711876,0.000676,2.40043,-0.000041,1,2.408421,-0.000039,1,0.60025,0.601702,0.107071,0,PSF-00232_20250828104240_c69,PFA-00245,PSA-00257,PSF-00232,RHS-00222,3.0.0,2021-01-19T12:57:14.097Z,MEASUREMENT_END
38,10:43:38,2025-08-28,Manual gsw+F,LI-COR Default,,38,,,0.001962,2.923043,0.001961,0.049483,0.909143,0.908032,2.896797,1.987654,11.256299,11.270078,35.909779,0.441786,7.5,PSF-00232_20250828104338_605,0,0,0,59.032204,159.034836,0.62881,0.5,0.8,48.839352,1,31.62,31.59,23.32,23.45,23.45,80.67,156.9,155.3,1,194,3.975,10:39:17,2025-08-28,0.18,1,0.002,0.01,0.012,0.074,-0.393,2.575,0,150,-9999,-9999,0.058905,0,0.02923,0,0,-0.000068,standard,0,mpf,7000,500,-9999,-9999,300,300,300,158.084747,25,-0.560449,157.88591,158.231766,-0.345856,2.455924,2.464108,1.644724,0.926146,0.291657,0.001645,0.2983,0.268948,58.796524,0.000652,2.40043,-0.000041,1,2.408421,-0.000039,1,0.60025,0.601702,0.107071,0,PSF-00232_20250828104338_605,PFA-00245,PSA-00257,PSF-00232,RHS-00222,3.0.0,2021-01-19T12:57:14.097Z,MEASUREMENT_END
39,10:44:05,2025-08-28,Manual gsw+F,LI-COR Default,,39,,,0.014992,2.921178,0.014915,0.408839,0.841168,0.831964,2.999523,2.158355,10.314461,10.428569,37.187244,0.441786,7.5,PSF-00232_20250828104405_035,0,0,0,63.650967,128.869385,0.506082,0.5,0.8,116.910667,1,29.12,28.8,23.4,24.03,24.03,80.66,156.6,82.1,47.6,578,3.974,10:39:17,2025-08-28,0.18,1,0.003,0.004,0,-0.835,-0.143,-0.674,0,150,-9999,-9999,0.058905,0,0.02923,0,0,-0.000068,standard,0,mpf,7000,500,-9999,-9999,300,300,300,120.105026,25,-6.05702,119.179848,120.190224,-1.010376,2.451587,2.460181,1.642763,0.758586,0.290756,0.007404,0.300165,0.58854,63.650967,0.000653,2.40043,-0.000041,1,2.408421,-0.000039,1,0.60025,0.601702,0.107071,0,PSF-00232_20250828104405_035,PFA-00245,PSA-00257,PSF-00232,RHS-00222,3.0.0,2021-01-19T12:57:14.097Z,MEASUREMENT_END
40,10:44:52,2025-08-28,Manual gsw+F,LI-COR Default,,40,,,0.02113,2.922599,0.020979,0.565738,0.801148,0.788418,2.926355,2.125206,9.773376,9.931178,36.275627,0.441786,7.5,PSF-00232_20250828104452_c13,0,0,0,105.203751,189.172073,0.443873,0.5,0.8,220.558441,1,27.48,27.04,23.55,23.61,23.61,80.67,156.8,151.2,3.6,1242,3.972,10:39:17,2025-08-28,0.18,1,0.003,0.005,0.003,2.33,5.257,2.541,0,150,-9999,-9999,0.058905,0,0.02923,0,0,-0.000068,standard,0,mpf,7000,500,-9999,-9999,300,300,300,182.440643,25,-4.733889,181.18573,182.38884,-1.20311,2.448783,2.457551,1.644257,0.916024,0.288958,0.000885,0.303498,1.142689,105.203751,0.000641,2.40043,-0.000041,1,2.408421,-0.000039,1,0.60025,0.601702,0.107071,0,PSF-00232_20250828104452_c13,PFA-00245,PSA-00257,PSF-00232,RHS-00222,3.0.0,2021-01-19T12:57:14.097Z,MEASUREMENT_END
41,10:44:57,2025-08-28,Manual gsw+F,LI-COR Default,,41,,,0.026988,2.923265,0.026741,0.342519,0.782334,0.774629,1.799061,1.016727,9.602743,9.698254,22.302183,0.441786,7.5,PSF-00232_20250828104457_b2e,0,0,0,1.655102,1.666188,0.006654,0.5,0.8,4.607183,1,26.81,26.54,23.57,15.78,15.78,80.67,156.9,-10.6,106.8,1731,3.972,10:39:17,2025-08-28,0.18,1,-9999,-9999,-9999,-9999,-9999,-9999,0,150,-9999,-9999,0.058905,0,0.02923,0,0,-0.000068,standard,0,mpf,7000,500,-9999,-9999,300,300,300,1.666188,25,0.004648,1.657248,1.672848,-0.0156,2.447986,2.456474,1.644958,0.583399,0.288761,-0.085349,0.303784,1.550186,1.655102,0.000629,2.40043,-0.000041,1,2.408421,-0.000039,1,0.60025,0.601702,0.107071,0,PSF-00232_20250828104457_b2e,PFA-00245,PSA-00257,PSF-00232,RHS-00222,3.0.0,2021-01-19T12:57:14.097Z,MEASUREMENT_END
42,10:44:59,2025-08-28,Manual gsw+F,LI-COR Default,,42,,,-0.04773,2.923106,-0.048522,-0.757737,0.759279,0.77633,1.997415,1.238136,9.624388,9.413007,24.762539,0.441786,7.5,PSF-00232_20250828104459_64a,0,0,0,1.647949,1.659393,0.006897,0.5,0.8,4.590497,1,26,26.59,23.58,17.42,17.42,80.66,156.9,-10.5,106.7,1664,3.972,10:39:17,2025-08-28,0.18,1,-9999,-9999,-9999,-9999,-9999,-9999,0,150,-9999,-9999,0.058905,0,0.02923,0,0,-0.000068,standard,0,mpf,7000,500,-9999,-9999,300,300,300,1.659393,25,-0.005385,1.644373,1.651678,-0.007305,2.448054,2.455183,1.644791,0.583499,0.288656,-0.067982,0.303855,1.494344,1.572847,0.000632,2.40043,-0.000041,1,2.408421,-0.000039,1,0.60025,0.601702,0.107071,0,PSF-00232_20250828104459_64a,PFA-00245,PSA-00257,PSF-00232,RHS-00222,3.0.0,2021-01-19T12:57:14.097Z,MEASUREMENT_END
43,10:45:19,2025-08-28,Manual gsw+F,LI-COR Default,,43,,,0.035291,2.922336,0.03487,1.081177,0.840865,0.816543,3.278355,2.43749,10.121549,10.423035,40.637199,0.441786,7.5,PSF-00232_20250828104519_364,0,0,0,101.08316,135.732346,0.255276,0.5,0.8,159.692535,1,28.64,27.81,23.67,25.51,25.51,80.67,156.8,148.2,5.5,1564,3.969,10:39:17,2025-08-28,0.18,1,0.001,0.001,-0.006,-0.758,-2.131,-2.167,0,150,-9999,-9999,0.058905,0,0.02923,0,0,-0.000068,standard,0,mpf,7000,500,-9999,-9999,300,300,300,130.20694,25,-5.594513,128.15451,127.715919,0.438591,2.449978,2.459371,1.643979,0.908446,0.287607,0.021549,0.305354,1.410866,101.08316,0.000633,2.40043,-0.000041,1,2.408421,-0.000039,1,0.60025,0.601702,0.107071,0,PSF-00232_20250828104519_364,PFA-00245,PSA-00257,PSF-00232,RHS-00222,3.0.0,2021-01-19T12:57:14.097Z,MEASUREMENT_END
44,10:45:51,2025-08-28,Manual gsw+F,LI-COR Default,,44,,,0.010895,2.922981,0.010855,0.327834,0.858128,0.850759,3.232419,2.374292,10.547639,10.638988,40.075245,0.441786,7.5,PSF-00232_20250828104551_f46,0,0,0,110.526321,243.033447,0.545222,0.5,0.8,302.314331,1,28.97,28.72,23.82,25.28,25.28,80.66,156.9,153.6,2.1,1386,3.97,10:39:17,2025-08-28,0.18,1,0.003,-0.002,-0.005,-93.278,-59.818,-44.212,0,150,-9999,-9999,0.058905,0,0.02923,0,0,-0.000068,standard,0,mpf,7000,500,-9999,-9999,300,300,300,235.612396,25,-4.848155,234.063507,236.086487,-2.02298,2.451381,2.459865,1.644659,0.921896,0.285907,0.017041,0.307778,1.262704,110.526321,0.000646,2.40043,-0.000041,1,2.408421,-0.000039,1,0.60025,0.601702,0.107071,0,PSF-00232_20250828104551_f46,PFA-00245,PSA-00257,PSF-00232,RHS-00222,3.0.0,2021-01-19T12:57:14.097Z,MEASUREMENT_END
45,10:46:19,2025-08-28,Manual gsw+F,LI-COR Default,,45,,,0.079103,2.922671,0.077019,2.283365,0.849403,0.798062,3.181112,2.331709,9.893565,10.530044,39.436214,0.441786,7.5,PSF-00232_20250828104619_1cd,0,0,0,104.472038,195.640045,0.465999,0.5,0.8,168.057068,1,28.43,26.71,23.96,25.01,25.01,80.66,156.8,36.8,76.5,902,3.972,10:39:17,2025-08-28,0.18,1,0.007,0.006,-0.004,-0.864,-2.771,-4.023,0,150,-9999,-9999,0.058905,0,0.02923,0,0,-0.000068,standard,0,mpf,7000,500,-9999,-9999,300,300,300,182.727463,25,-8.976252,181.540848,182.777893,-1.237045,2.448192,2.458992,1.644332,0.668639,0.28429,0.012252,0.30992,0.858705,105.734108,0.000645,2.40043,-0.000041,1,2.408421,-0.000039,1,0.60025,0.601702,0.107071,0,PSF-00232_20250828104619_1cd,PFA-00245,PSA-00257,PSF-00232,RHS-00222,3.0.0,2021-01-19T12:57:14.097Z,MEASUREMENT_END
46,10:47:18,2025-08-28,Manual gsw+F,LI-COR Default,,46,,,0.00734,2.923378,0.007322,0.205209,0.820376,0.815763,3.027259,2.206883,10.112845,10.170035,37.528316,0.441786,7.5,PSF-00232_20250828104718_d8b,0,0,0,100.444794,188.832886,0.468076,0.5,0.8,48.630474,1,27.1,26.95,24.18,24.18,24.18,80.67,156.9,155,1.2,260,3.97,10:39:17,2025-08-28,0.18,1,0.001,0,0.004,-1.38,-7.091,-19.583,0,150,-9999,-9999,0.058905,0,0.02923,0,0,-0.000068,standard,0,mpf,7000,500,-9999,-9999,300,300,300,188.832886,25,-2.229099,184.571747,185.638794,-1.067047,2.448536,2.456851,1.645078,0.925424,0.281833,0.000119,0.313904,0.323605,100.444794,0.000623,2.40043,-0.000041,1,2.408421,-0.000039,1,0.60025,0.601702,0.107071,0,PSF-00232_20250828104718_d8b,PFA-00245,PSA-00257,PSF-00232,RHS-00222,3.0.0,2021-01-19T12:57:14.097Z,MEASUREMENT_END
47,10:47:45,2025-08-28,Manual gsw+F,LI-COR Default,,47,,,0.002305,2.92247,0.002303,0.058301,0.823781,0.822469,2.819535,1.995755,10.195918,10.212177,34.952995,0.441786,7.5,PSF-00232_20250828104745_4bb,0,0,0,164.598221,393.931335,0.582165,0.5,0.8,55.729137,1,27.09,27.04,24.26,23,23,80.67,156.8,111.8,28.7,239,3.969,10:39:17,2025-08-28,0.18,1,0.001,-0.001,0.001,-1.381,-2.28,0.751,0,150,-9999,-9999,0.058905,0,0.02923,0,0,-0.000068,standard,0,mpf,7000,500,-9999,-9999,300,300,300,385.197388,25,-6.054299,383.24118,385.256073,-2.014893,2.448673,2.456815,1.644121,0.823003,0.280955,-0.014287,0.315596,0.306584,164.598221,0.000656,2.40043,-0.000041,1,2.408421,-0.000039,1,0.60025,0.601702,0.107071,0,PSF-00232_20250828104745_4bb,PFA-00245,PSA-00257,PSF-00232,RHS-00222,3.0.0,2021-01-19T12:57:14.097Z,MEASUREMENT_END
48,10:48:11,2025-08-28,Manual gsw+F,LI-COR Default,,48,,,0.006619,2.922627,0.006604,0.195829,0.744249,0.73984,3.079451,2.335202,9.171474,9.226134,38.174614,0.441786,7.5,PSF-00232_20250828104811_154,0,0,0,170.941467,204.718994,0.164995,0.5,0.8,44.330421,1,24.37,24.23,24.32,24.46,24.46,80.67,156.8,-2.8,101.8,672,3.968,10:39:17,2025-08-28,0.18,1,-0.009,-0.014,-0.012,-3.331,-7.69,-15.777,0,150,-9999,-9999,0.058905,0,0.02923,0,0,-0.000068,standard,0,mpf,7000,500,-9999,-9999,300,300,300,199.172623,25,-4.632319,195.784088,198.081299,-2.297211,2.444166,2.45244,1.644286,0.59683,0.280199,0.001717,0.317102,0.667043,170.941467,0.000645,2.40043,-0.000041,1,2.408421,-0.000039,1,0.60025,0.601702,0.107071,0,PSF-00232_20250828104811_154,PFA-00245,PSA-00257,PSF-00232,RHS-00222,3.0.0,2021-01-19T12:57:14.097Z,MEASUREMENT_END
49,10:48:38,2025-08-28,Manual gsw+F,LI-COR Default,,49,,,0.017428,2.921893,0.017325,0.477456,0.695976,0.685213,2.869885,2.173909,8.494499,8.627926,35.577606,0.441786,7.5,PSF-00232_20250828104838_723,0,0,0,103.608727,353.509064,0.706913,0.5,0.8,83.207283,1,22.7,22.35,24.39,23.29,23.29,80.67,156.7,155.5,0.8,294,3.968,10:39:17,2025-08-28,0.18,1,0.004,-0.002,-0.002,0.405,-0.844,-0.568,0,150,-9999,-9999,0.058905,0,0.02923,0,0,-0.000068,standard,0,mpf,7000,500,-9999,-9999,300,300,300,342.069641,25,-7.828147,343.186859,342.292053,0.894806,2.441103,2.449697,1.643514,0.926548,0.279446,-0.01252,0.318624,0.352389,103.608727,0.00065,2.40043,-0.000041,1,2.408421,-0.000039,1,0.60025,0.601702,0.107071,0,PSF-00232_20250828104838_723,PFA-00245,PSA-00257,PSF-00232,RHS-00222,3.0.0,2021-01-19T12:57:14.097Z,MEASUREMENT_END
50,10:49:20,2025-08-28,Manual gsw+F,LI-COR Default,,50,,,0.009849,2.921906,0.009816,0.289234,0.657112,0.65059,2.980024,2.322912,8.066384,8.14725,36.948021,0.441786,7.5,PSF-00232_20250828104920_a62,0,0,0,103.834747,280.805267,0.630225,0.5,0.8,86.963326,1,21.29,21.08,24.5,23.92,23.92,80.65,156.7,155.1,1,345,3.967,10:39:17,2025-08-28,0.18,1,0.001,-0.001,-0.003,3.823,3.043,4.747,0,150,-9999,-9999,0.058905,0,0.02923,0,0,-0.000068,standard,0,mpf,7000,500,-9999,-9999,300,300,300,274.943237,25,-4.822762,272.53067,273.894684,-1.364014,2.438993,2.447344,1.643528,0.925739,0.278178,-0.006696,0.32106,0.394662,103.834747,0.000652,2.40043,-0.000041,1,2.408421,-0.000039,1,0.60025,0.601702,0.107071,0,PSF-00232_20250828104920_a62,PFA-00245,PSA-00257,PSF-00232,RHS-00222,3.0.0,2021-01-19T12:57:14.097Z,MEASUREMENT_END
51,10:50:14,2025-08-28,Manual gsw+F,LI-COR Default,,51,,,-0.008768,2.922621,-0.008794,-0.266646,0.694872,0.700879,3.083494,2.388622,8.688256,8.613783,38.223671,0.441786,7.5,PSF-00232_20250828105014_cb5,0,0,0,86.852074,222.316299,0.609331,0.5,0.8,155.207794,1,22.29,22.48,24.67,24.49,24.49,80.67,156.8,127.3,18.8,637,3.964,10:49:43,2025-08-28,0.19,1,-0.002,-0.003,-0.004,-0.239,-0.979,-4.709,0,150,-9999,-9999,0.058905,0,0.02923,0,0,-0.000068,standard,0,mpf,7000,500,-9999,-9999,300,300,300,219.563126,25,-1.862722,219.450836,219.647186,-0.19635,2.441285,2.448978,1.644279,0.858509,0.276366,-0.002053,0.324455,0.637949,86.852074,0.000656,2.40043,-0.000041,1,2.408421,-0.000039,1,0.60025,0.601702,0.107071,0,PSF-00232_20250828105014_cb5,PFA-00245,PSA-00257,PSF-00232,RHS-00222,3.0.0,2021-01-19T12:57:14.097Z,MEASUREMENT_END
