sr,bed,row,col,unique_id,svc,li600,time,date,config_name,config_author,remark,observation,x8,x9,gsw,gbw,gtw,e_apparent,v_pcham,v_pref,v_pleaf,vp_dleaf,h2o_r,h2o_s,h2o_leaf,leaf_area,leaf_width,flash_id,fo,fm,fv_fm,fs,fm_2,phi_ps2,ps2_1,abs,etr,trans,rh_s,rh_r,tref,tmeas,tleaf,p_atm,flow,flow_s,leak_pct,qamb,batt,match_time,match_date,rh_adj,type,gsw1sec,gsw2sec,gsw4sec,flr1sec,flr2sec,flr4sec,auto,flow_set,gsw_limit,gsw_period,aw,bla,blb,blc,bld,ble,chamber,dark,flash_type,flash_intensity,modrate,flr_limit,flr_period,p1_dur,p2_dur,p3_dur,p1_fmax,p2_ramp,p2_slp,p3_fmax,p3_pred,p3_delta_f,v_hum_a,v_hum_b,v_flow_in,v_flow_out,v_temp,v_irt,v_pres,v_par,v_f,i_led,b_rhr,m_rhr,span_rhr,b_rhs,m_rhs,span_rhs,z_flow_in,z_flow_out,z_quantum,z_flr,flash_id_2,lci_ser_num,lcp_ser_num,lcf_ser_num,lcrh_ser_num,version,config_updated_at,x7,x8.x,x9.x,survey_notes,x8.y,x9.y,genotype,type.x,type.y,measurement_header_end
24,C,31,B,2442,NA,25,11:13:47,2025-07-23,Manual gsw+F,LI-COR Default,NA,025,NA,NA,0.057085,2.038872,0.05553,2.116011,1.208521,1.123984,4.164237,2.955716,14.005599,15.05898,51.889183,0.441786,7.5,PSF-00232_20250723111347_717,0,0,0,84.855438,135.149673,0.372137,0.5,0.8,294.18158,1,33.79,31.43,26.99,29.6,29.6,80.25,87.4,86,1.6,1976,4.058,11:05:42,2025-07-23,0.26,1,0.001,-0,0.003,0.061,-6.712,-5.157,0,150,-9999,-9999,0.058905,0,0.02923,0,0,-6.8e-5,standard,0,mpf,7000,500,-9999,-9999,300,300,300,118.245003,25,-10.963215,116.885307,119.440384,-2.555077,2.45502,2.466643,1.11018,0.766825,0.25198,0.031223,0.184198,1.754651,84.855438,6.17e-4,2.40043,-4.1e-5,1,2.408421,-3.9e-5,1,0.60025,0.601702,0.107071,0,PSF-00232_20250723111347_717,PFA-00245,PSA-00257,PSF-00232,RHS-00222,3.0.0,2021-01-19T12:57:14Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25,C,32,B,1700,22,26,11:14:20,2025-07-23,Manual gsw+F,LI-COR Default,NA,026,NA,NA,0.093389,2.034384,0.08929,2.522393,1.214483,1.113412,3.416368,2.201884,13.872565,15.131865,42.566254,0.441786,7.5,PSF-00232_20250723111420_45c,0,0,0,65.563202,234.954132,0.720953,0.5,0.8,300.759033,1,33.65,30.85,27.14,26.21,26.21,80.26,87.2,82.5,5.3,1043,4.057,11:05:42,2025-07-23,0.26,1,0.002,0.002,0.006,0.3,0.547,1.205,0,150,-9999,-9999,0.058905,0,0.02923,0,0,-6.8e-5,standard,0,mpf,7000,500,-9999,-9999,300,300,300,220.902084,25,-9.471405,223.348267,221.382477,1.96579,2.454104,2.466394,1.108409,0.759586,0.250413,-0.011185,0.186409,0.976524,65.563202,6.26e-4,2.40043,-4.1e-5,1,2.408421,-3.9e-5,1,0.60025,0.601702,0.107071,0,PSF-00232_20250723111420_45c,PFA-00245,PSA-00257,PSF-00232,RHS-00222,3.0.0,2021-01-19T12:57:14Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
26,C,33,A,2523,23,27,11:14:55,2025-07-23,Manual gsw+F,LI-COR Default,NA,027,NA,NA,0.061014,2.113671,0.059302,1.836029,1.156444,1.086537,3.568014,2.41157,13.538766,14.409845,44.459148,0.441786,7.5,PSF-00232_20250723111455_3d7,0,0,0,79.02932,239.629135,0.670202,0.5,0.8,469.313629,1,31.7,29.78,27.33,26.95,26.95,80.25,91.8,64.6,29.6,1751,4.056,11:05:42,2025-07-23,0.26,1,-0,0.001,0.007,0.548,0.963,1.983,0,150,-9999,-9999,0.058905,0,0.02923,0,0,-6.8e-5,standard,0,mpf,7000,500,-9999,-9999,300,300,300,208.735229,25,-23.337528,203.525299,206.188583,-2.663284,2.452444,2.463392,1.140479,0.72272,0.248624,-0.004671,0.188723,1.566531,79.02932,6.17e-4,2.40043,-4.1e-5,1,2.408421,-3.9e-5,1,0.60025,0.601702,0.107071,0,PSF-00232_20250723111455_3d7,PFA-00245,PSA-00257,PSF-00232,RHS-00222,3.0.0,2021-01-19T12:57:14Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27,C,34,A,1745,24,28,11:15:31,2025-07-23,Manual gsw+F,LI-COR Default,NA,028,NA,NA,0.004435,2.031926,0.004425,0.142467,1.131912,1.126189,3.639084,2.507172,14.03171,14.103026,45.341053,0.441786,7.5,PSF-00232_20250723111531_a70,0,0,0,69.107651,163.307663,0.576825,0.5,0.8,199.193771,1,30.77,30.61,27.47,27.28,27.28,80.26,87,84,3.4,863,4.052,11:05:42,2025-07-23,0.26,1,-0.001,-0.003,-0.002,-0.609,1.708,-0.093,0,150,-9999,-9999,0.058905,0,0.02923,0,0,-6.8e-5,standard,0,mpf,7000,500,-9999,-9999,300,300,300,152.747513,25,-7.257722,151.718262,152.908005,-1.189743,2.453688,2.46193,1.107441,0.762664,0.247202,-0.002424,0.19112,0.826795,69.107651,6.23e-4,2.40043,-4.1e-5,1,2.408421,-3.9e-5,1,0.60025,0.601702,0.107071,0,PSF-00232_20250723111531_a70,PFA-00245,PSA-00257,PSF-00232,RHS-00222,3.0.0,2021-01-19T12:57:14Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,C,38,A,2009,25,29,11:17:31,2025-07-23,Manual gsw+F,LI-COR Default,NA,029,NA,NA,0.021624,2.062907,0.0214,0.739806,1.121899,1.092781,3.81022,2.688322,13.620817,13.983747,47.491955,0.441786,7.5,PSF-00232_20250723111731_e31,0,0,0,77.263,294.072327,0.737265,0.5,0.8,387.427673,1,29.88,29.1,27.82,28.07,28.07,80.23,88.8,76.1,14.3,1314,4.051,11:17:19,2025-07-23,0.35,1,0.002,0.002,-0,0.126,0.408,0.469,0,150,-9999,-9999,0.058905,0,0.02923,0,0,-6.8e-5,standard,0,mpf,7000,500,-9999,-9999,300,300,300,270.892029,25,-16.256645,268.68045,270.778046,-2.097595,2.451313,2.460359,1.119752,0.746109,0.24381,0.00276,0.198946,1.202291,77.263,6.2e-4,2.40043,-4.1e-5,1,2.408421,-3.9e-5,1,0.60025,0.601702,0.107071,0,PSF-00232_20250723111731_e31,PFA-00245,PSA-00257,PSF-00232,RHS-00222,3.0.0,2021-01-19T12:57:14Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29,C,38,B,2230,26,30,11:18:04,2025-07-23,Manual gsw+F,LI-COR Default,NA,030,NA,NA,0.028209,2.068546,0.02783,0.994874,1.136401,1.097379,3.915362,2.778961,13.672418,14.158596,48.782108,0.441786,7.5,PSF-00232_20250723111804_684,0,0,0,67.462921,168.490234,0.599603,0.5,0.8,394.233093,1,30.08,29.05,27.92,28.54,28.54,80.26,89.1,80,10.2,1644,4.049,11:17:19,2025-07-23,0.35,1,-0,0,0.004,0.438,0.775,0.941,0,150,-9999,-9999,0.058905,0,0.02923,0,0,-6.8e-5,standard,0,mpf,7000,500,-9999,-9999,300,300,300,160.475128,25,-5.453041,161.594864,160.676529,0.918335,2.451207,2.460651,1.12202,0.754343,0.242792,0.007096,0.201306,1.477395,67.462921,6.36e-4,2.40043,-4.1e-5,1,2.408421,-3.9e-5,1,0.60025,0.601702,0.107071,0,PSF-00232_20250723111804_684,PFA-00245,PSA-00257,PSF-00232,RHS-00222,3.0.0,2021-01-19T12:57:14Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30,C,39,A,2487,27,31,11:19:00,2025-07-23,Manual gsw+F,LI-COR Default,NA,031,NA,NA,0.015678,2.166618,0.015566,0.55837,1.13971,1.119163,3.927069,2.787359,13.948176,14.204251,48.943214,0.441786,7.5,PSF-00232_20250723111900_73f,0,0,0,89.007141,271.476898,0.672137,0.5,0.8,298.942474,1,29.91,29.37,28.07,28.59,28.59,80.24,95,33.2,65,1112,4.048,11:17:19,2025-07-23,0.35,1,-0,0.002,0.008,0.938,1.788,3.025,0,150,-9999,-9999,0.058905,0,0.02923,0,0,-6.8e-5,standard,0,mpf,7000,500,-9999,-9999,300,300,300,250.891327,25,-14.560789,247.872589,250.61261,-2.740021,2.451687,2.46037,1.16288,0.661835,0.241399,0.005969,0.205147,1.034037,89.007141,6.2e-4,2.40043,-4.1e-5,1,2.408421,-3.9e-5,1,0.60025,0.601702,0.107071,0,PSF-00232_20250723111900_73f,PFA-00245,PSA-00257,PSF-00232,RHS-00222,3.0.0,2021-01-19T12:57:14Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31,C,39,B,1866,28,32,11:20:20,2025-07-23,Manual gsw+F,LI-COR Default,NA,032,NA,NA,0.01351,2.084471,0.013423,0.586828,1.16731,1.144542,4.550858,3.383547,14.261496,14.545196,56.705681,0.441786,7.5,PSF-00232_20250723112020_ad7,0,0,0,105.298874,122.347115,0.139343,0.5,0.8,109.074142,1,30.15,29.57,28.34,31.15,31.15,80.25,90.1,83.4,7.4,1957,4.046,11:17:19,2025-07-23,0.35,1,-0.001,0,0.003,3.819,3.744,-1.625,0,150,-9999,-9999,0.058905,0,0.02923,0,0,-6.8e-5,standard,0,mpf,7000,500,-9999,-9999,300,300,300,120.979073,25,-0.933175,121.408585,121.009964,0.398621,2.451937,2.460697,1.12847,0.76136,0.238802,0.033923,0.210827,1.738508,105.298874,5.98e-4,2.40043,-4.1e-5,1,2.408421,-3.9e-5,1,0.60025,0.601702,0.107071,0,PSF-00232_20250723112020_ad7,PFA-00245,PSA-00257,PSF-00232,RHS-00222,3.0.0,2021-01-19T12:57:14Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32,C,40,A,2069,29,33,11:21:02,2025-07-23,Manual gsw+F,LI-COR Default,NA,033,NA,NA,0.034277,2.157073,0.03374,1.141372,1.131981,1.08971,3.763988,2.632007,13.578345,14.105065,46.901226,0.441786,7.5,PSF-00232_20250723112102_fed,0,0,0,74.052933,295.190125,0.749135,0.5,0.8,511.978333,1,28.99,27.9,28.49,27.86,27.86,80.25,94.4,36.5,61.3,1709,4.045,11:17:19,2025-07-23,0.35,1,0,0.001,0.004,0.093,0.209,0.757,0,150,-9999,-9999,0.058905,0,0.02923,0,0,-6.8e-5,standard,0,mpf,7000,500,-9999,-9999,300,300,300,273.702271,25,-15.984583,270.826569,272.285675,-1.459106,2.449345,2.458862,1.158779,0.667951,0.237377,-0.00784,0.21367,1.531451,74.052933,6.07e-4,2.40043,-4.1e-5,1,2.408421,-3.9e-5,1,0.60025,0.601702,0.107071,0,PSF-00232_20250723112102_fed,PFA-00245,PSA-00257,PSF-00232,RHS-00222,3.0.0,2021-01-19T12:57:14Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33,C,41,B,2574,30,34,11:21:43,2025-07-23,Manual gsw+F,LI-COR Default,NA,034,NA,NA,0.018549,1.99783,0.018378,0.969876,1.23531,1.19551,5.298392,4.063082,14.8956,15.391501,66.015976,0.441786,7.5,PSF-00232_20250723112143_78c,0,0,0,46.633602,72.31543,0.355136,0.5,0.8,278.305634,1,31.37,30.36,28.63,33.85,33.85,80.26,85.1,82.5,3,1959,4.044,11:17:19,2025-07-23,0.35,1,0.001,0.002,0.003,0.169,0.12,0.542,0,150,-9999,-9999,0.058905,0,0.02923,0,0,-6.8e-5,standard,0,mpf,7000,500,-9999,-9999,300,300,300,68.284752,25,-2.807232,68.721771,68.292923,0.428848,2.453109,2.462523,1.094175,0.759466,0.236056,0.064289,0.216431,1.740354,46.633602,6.1e-4,2.40043,-4.1e-5,1,2.408421,-3.9e-5,1,0.60025,0.601702,0.107071,0,PSF-00232_20250723112143_78c,PFA-00245,PSA-00257,PSF-00232,RHS-00222,3.0.0,2021-01-19T12:57:14Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34,C,42,A,1747,31,35,11:22:33,2025-07-23,Manual gsw+F,LI-COR Default,NA,035,NA,NA,0.030069,2.028801,0.02963,1.305943,1.144318,1.091752,4.556001,3.411684,13.603285,14.258253,56.768005,0.441786,7.5,PSF-00232_20250723112233_516,0,0,0,75.475571,98.281502,0.232047,0.5,0.8,188.747284,1,28.74,27.42,28.82,31.17,31.17,80.26,86.8,69.9,19.5,2034,4.038,11:17:19,2025-07-23,0.35,1,0.004,0.003,0.001,2.524,6.827,9.016,0,150,-9999,-9999,0.058905,0,0.02923,0,0,-6.8e-5,standard,0,mpf,7000,500,-9999,-9999,300,300,300,98.281502,25,1.714901,103.101967,100.7388,2.363167,2.448549,2.458434,1.106213,0.733415,0.23429,0.028311,0.219458,1.802341,75.475571,6.12e-4,2.40043,-4.1e-5,1,2.408421,-3.9e-5,1,0.60025,0.601702,0.107071,0,PSF-00232_20250723112233_516,PFA-00245,PSA-00257,PSF-00232,RHS-00222,3.0.0,2021-01-19T12:57:14Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
35,C,44,A,2558,32,36,11:26:07,2025-07-23,Manual gsw+F,LI-COR Default,NA,036,NA,NA,-0.023499,2.183929,-0.023754,-0.995846,1.102706,1.138959,4.351756,3.24905,14.19653,13.744654,54.242359,0.441786,7.5,PSF-00232_20250723112607_2ca,0,0,0,64.28933,93.638062,0.313427,0.5,0.8,132.408966,1,26.93,27.82,29.31,30.37,30.37,80.23,96,4.9,94.9,1056,4.037,11:17:19,2025-07-23,0.35,1,0.001,0.002,0.006,0.03,3.435,8.397,0,150,-9999,-9999,0.058905,0,0.02923,0,0,-6.8e-5,standard,0,mpf,7000,500,-9999,-9999,300,300,300,90.801361,25,-3.315536,87.938187,88.887199,-0.949013,2.449084,2.455526,1.170387,0.610347,0.22984,0.012542,0.231913,0.987541,64.28933,6.23e-4,2.40043,-4.1e-5,1,2.408421,-3.9e-5,1,0.60025,0.601702,0.107071,0,PSF-00232_20250723112607_2ca,PFA-00245,PSA-00257,PSF-00232,RHS-00222,3.0.0,2021-01-19T12:57:14Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36,C,44,B,2169,33,37,11:26:42,2025-07-23,Manual gsw+F,LI-COR Default,NA,037,NA,NA,0.044224,1.912534,0.043224,1.798347,1.200823,1.122658,4.422771,3.221948,13.988984,14.96297,55.110359,0.441786,7.5,PSF-00232_20250723112642_9f3,0,0,0,88.390587,165.490143,0.465886,0.5,0.8,362.298431,1,29.12,27.23,29.43,30.65,30.65,80.25,80.3,77.9,3,1944,4.036,11:17:19,2025-07-23,0.35,1,-0.001,-0,0.002,-3.213,-4.396,-10.06,0,150,-9999,-9999,0.058905,0,0.02923,0,0,-6.8e-5,standard,0,mpf,7000,500,-9999,-9999,300,300,300,149.706238,25,-11.439324,147.172806,149.098633,-1.925827,2.448148,2.458924,1.062203,0.749909,0.228733,0.014516,0.234305,1.72784,88.390587,6.09e-4,2.40043,-4.1e-5,1,2.408421,-3.9e-5,1,0.60025,0.601702,0.107071,0,PSF-00232_20250723112642_9f3,PFA-00245,PSA-00257,PSF-00232,RHS-00222,3.0.0,2021-01-19T12:57:14Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37,C,45,A,2165,34,38,11:27:45,2025-07-23,Manual gsw+F,LI-COR Default,NA,038,NA,NA,0.008086,2.044644,0.008054,0.373566,1.117721,1.102835,4.705178,3.587457,13.741426,13.926903,58.626934,0.441786,7.5,PSF-00232_20250723112745_3f9,0,0,0,71.436165,126.391037,0.4348,0.5,0.8,341.829041,1,26.84,26.48,29.61,31.74,31.74,80.26,87.7,33.6,61.7,1965,4.034,11:17:19,2025-07-23,0.35,1,-0.001,-0,0.003,-2.477,-4.166,-17.342,0,150,-9999,-9999,0.058905,0,0.02923,0,0,-6.8e-5,standard,0,mpf,7000,500,-9999,-9999,300,300,300,115.364311,25,-7.56334,115.326759,115.553459,-0.2267,2.446955,2.455329,1.112465,0.662554,0.22716,0.025793,0.238456,1.745597,71.436165,6.29e-4,2.40043,-4.1e-5,1,2.408421,-3.9e-5,1,0.60025,0.601702,0.107071,0,PSF-00232_20250723112745_3f9,PFA-00245,PSA-00257,PSF-00232,RHS-00222,3.0.0,2021-01-19T12:57:14Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38,C,45,B,2328,35,39,11:29:05,2025-07-23,Manual gsw+F,LI-COR Default,NA,039,NA,NA,0.005825,2.042676,0.005808,0.258499,1.124229,1.113919,4.568464,3.444235,13.883855,14.012356,56.941204,0.441786,7.5,PSF-00232_20250723112905_dd0,0,0,0,131.319885,227.794678,0.423516,0.5,0.8,247.027679,1,26.66,26.42,29.82,31.22,31.22,80.23,87.6,86,1.9,1458,4.032,11:28:32,2025-07-23,0.34,1,-0.001,0,0.002,-7.018,-7.795,-26.73,0,150,-9999,-9999,0.058905,0,0.02923,0,0,-6.8e-5,standard,0,mpf,7000,500,-9999,-9999,300,300,300,217.305786,25,-7.438191,215.427872,217.136429,-1.708557,2.446826,2.455039,1.111685,0.766837,0.225247,0.016753,0.243557,1.322724,131.319885,6.14e-4,2.40043,-4.1e-5,1,2.408421,-3.9e-5,1,0.60025,0.601702,0.107071,0,PSF-00232_20250723112905_dd0,PFA-00245,PSA-00257,PSF-00232,RHS-00222,3.0.0,2021-01-19T12:57:14Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
39,C,46,B,2392,37,40,11:29:38,2025-07-23,Manual gsw+F,LI-COR Default,NA,040,NA,NA,0.02862,2.098472,0.028235,1.126109,1.13372,1.090405,4.227702,3.093982,13.586539,14.126251,52.67754,0.441786,7.5,PSF-00232_20250723112938_010,0,0,0,87.90815,309.777863,0.716222,0.5,0.8,591.60199,1,26.76,25.73,29.9,29.87,29.87,80.26,90.9,81,10.9,2065,4.031,11:28:32,2025-07-23,0.34,1,0,0,0.005,3.405,3.744,3.525,0,150,-9999,-9999,0.058905,0,0.02923,0,0,-6.8e-5,standard,0,mpf,7000,500,-9999,-9999,300,300,300,286.706329,25,-15.603696,287.92511,287.419189,0.50592,2.445745,2.455176,1.134199,0.756314,0.2245,-8.45e-4,0.245574,1.828608,87.90815,6.25e-4,2.40043,-4.1e-5,1,2.408421,-3.9e-5,1,0.60025,0.601702,0.107071,0,PSF-00232_20250723112938_010,PFA-00245,PSA-00257,PSF-00232,RHS-00222,3.0.0,2021-01-19T12:57:14Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40,C,47,A,2154,38,41,11:30:16,2025-07-23,Manual gsw+F,LI-COR Default,NA,041,NA,NA,0.00574,2.091099,0.005724,0.220739,1.11878,1.11025,4.111775,2.992996,13.838464,13.944785,51.250332,0.441786,7.5,PSF-00232_20250723113016_b07,0,0,0,49.970268,182.044373,0.725505,0.5,0.8,312.892792,1,26.29,26.09,29.98,29.38,29.38,80.23,90.4,68.6,24.2,1078,4.026,11:28:32,2025-07-23,0.34,1,0.001,0.001,0.003,-2.322,-1.202,-3.119,0,150,-9999,-9999,0.058905,0,0.02923,0,0,-6.8e-5,standard,0,mpf,7000,500,-9999,-9999,300,300,300,168.688416,25,-10.975911,166.202194,166.316895,-0.1147,2.446295,2.454435,1.131176,0.730748,0.223849,-0.007582,0.2477,1.005926,49.970268,6.37e-4,2.40043,-4.1e-5,1,2.408421,-3.9e-5,1,0.60025,0.601702,0.107071,0,PSF-00232_20250723113016_b07,PFA-00245,PSA-00257,PSF-00232,RHS-00222,3.0.0,2021-01-19T12:57:14Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41,C,49,B,2551,39,42,11:33:13,2025-07-23,Manual gsw+F,LI-COR Default,NA,042,NA,NA,0.005188,2.10254,0.005175,0.215436,1.069484,1.061213,4.298479,3.228995,13.224626,13.32769,53.566776,0.441786,7.5,PSF-00232_20250723113313_dde,0,0,0,56.811333,183.142731,0.689798,0.5,0.8,477.591858,1,24.86,24.67,30.17,30.15,30.15,80.25,91.1,32.8,64,1731,4.025,11:28:32,2025-07-23,0.34,1,-0,0.001,0.006,1.572,1.323,2.163,0,150,-9999,-9999,0.058905,0,0.02923,0,0,-6.8e-5,standard,0,mpf,7000,500,-9999,-9999,300,300,300,167.163132,25,-11.183585,166.361328,167.117676,-0.756348,2.444025,2.452136,1.135873,0.661107,0.222152,-5.88e-4,0.257142,1.550082,56.811333,6.27e-4,2.40043,-4.1e-5,1,2.408421,-3.9e-5,1,0.60025,0.601702,0.107071,0,PSF-00232_20250723113313_dde,PFA-00245,PSA-00257,PSF-00232,RHS-00222,3.0.0,2021-01-19T12:57:14Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42,C,50,A,1620,40,43,11:33:37,2025-07-23,Manual gsw+F,LI-COR Default,NA,043,NA,NA,0.010189,2.010015,0.010138,0.435849,1.120364,1.102597,4.450887,3.330522,13.738762,13.960144,55.459652,0.441786,7.5,PSF-00232_20250723113337_5e2,0,0,0,69.169876,194.603806,0.644561,0.5,0.8,439.746246,1,25.98,25.57,30.21,30.76,30.76,80.25,85.8,59.4,30.7,1706,4.025,11:28:32,2025-07-23,0.34,1,-0,0.001,0.001,0.277,1.31,5.265,0,150,-9999,-9999,0.058905,0,0.02923,0,0,-6.8e-5,standard,0,mpf,7000,500,-9999,-9999,300,300,300,177.380554,25,-12.553874,173.140533,176.61525,-3.474716,2.445437,2.453906,1.098883,0.712331,0.221793,0.00634,0.258726,1.528983,69.169876,6.22e-4,2.40043,-4.1e-5,1,2.408421,-3.9e-5,1,0.60025,0.601702,0.107071,0,PSF-00232_20250723113337_5e2,PFA-00245,PSA-00257,PSF-00232,RHS-00222,3.0.0,2021-01-19T12:57:14Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43,C,51,A,2579,41,45,11:34:15,2025-07-23,Manual gsw+F,LI-COR Default,NA,045,NA,NA,-3.01e-4,1.998574,-3.01e-4,-0.012195,1.082219,1.082721,4.23087,3.148651,13.491174000000001,13.48493,52.718498,0.441786,7.5,PSF-00232_20250723113415_34b,0,0,0,102.162125,403.860535,0.747036,0.5,0.8,405.03656,1,25,25.02,30.28,29.88,29.88,80.25,85.1,53.2,37.5,1355,4.023,11:28:32,2025-07-23,0.34,1,-0.001,-0,-0.001,-0.101,-0.469,-0.765,0,150,-9999,-9999,0.058905,0,0.02923,0,0,-6.8e-5,standard,0,mpf,7000,500,-9999,-9999,300,300,300,385.724915,25,-12.881256,385.302551,385.402863,-0.100311,2.444562,2.452354,1.094461,0.700155,0.221243,-0.005212,0.260864,1.237093,102.162125,6.19e-4,2.40043,-4.1e-5,1,2.408421,-3.9e-5,1,0.60025,0.601702,0.107071,0,PSF-00232_20250723113415_34b,PFA-00245,PSA-00257,PSF-00232,RHS-00222,3.0.0,2021-01-19T12:57:14Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44,C,51,B,2361,42,46,11:34:55,2025-07-23,Manual gsw+F,LI-COR Default,NA,046,NA,NA,0.171447,1.980864,0.15779,6.127107,1.373082,1.119264,4.377658,3.004576,13.946954,17.109734,54.549232,0.441786,7.5,PSF-00232_20250723113455_a1c,0,0,0,83.008286,164.940216,0.496737,0.5,0.8,394.589386,1,31.6,25.76,30.35,30.47,30.47,80.25,84.1,74.8,11.1,1986,4.022,11:28:32,2025-07-23,0.34,1,0.002,0.001,0.003,-0.296,-0.455,-2.237,0,150,-9999,-9999,0.058905,0,0.02923,0,0,-6.8e-5,standard,0,mpf,7000,500,-9999,-9999,300,300,300,151.065582,25,-9.452361,151.573425,151.395844,0.177582,2.445714,2.462585,1.08768,0.7434,0.220635,0.001166,0.263169,1.762662,83.008286,6.09e-4,2.40043,-4.1e-5,1,2.408421,-3.9e-5,1,0.60025,0.601702,0.107071,0,PSF-00232_20250723113455_a1c,PFA-00245,PSA-00257,PSF-00232,RHS-00222,3.0.0,2021-01-19T12:57:14Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45,C,53,B,2286,43,47,11:35:27,2025-07-23,Manual gsw+F,LI-COR Default,NA,047,NA,NA,0.034673,2.049301,0.034096,1.332513,1.120026,1.067091,4.153565,3.033539,13.295804,13.955364,51.752819,0.441786,7.5,PSF-00232_20250723113527_b46,0,0,0,99.383713,296.588715,0.664911,0.5,0.8,490.681793,1,25.69,24.47,30.4,29.56,29.56,80.26,88,58.9,33.1,1845,4.02,11:28:32,2025-07-23,0.34,1,0.001,0.001,0.001,-4.075,-1.155,3.011,0,150,-9999,-9999,0.058905,0,0.02923,0,0,-6.8e-5,standard,0,mpf,7000,500,-9999,-9999,300,300,300,270.540131,25,-18.970016,264.742249,269.406403,-4.664154,2.443686,2.453416,1.114315,0.711291,0.220118,-0.010671,0.264768,1.645123,99.383713,6.31e-4,2.40043,-4.1e-5,1,2.408421,-3.9e-5,1,0.60025,0.601702,0.107071,0,PSF-00232_20250723113527_b46,PFA-00245,PSA-00257,PSF-00232,RHS-00222,3.0.0,2021-01-19T12:57:14Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46,C,55,B,2020,44,48,11:36:48,2025-07-23,Manual gsw+F,LI-COR Default,NA,048,NA,NA,0.011157,2.2081,0.011101,0.566793,1.111701,1.091378,5.052145,3.940444,13.598372,13.851587,62.948799,0.441786,7.5,PSF-00232_20250723113648_1ff,0,0,0,33.20575,100.671501,0.670157,0.5,0.8,372.424438,1,25.28,24.82,30.55,33,33,80.26,97.5,15.8,83.8,1389,4.018,11:28:32,2025-07-23,0.34,1,-0,0,0.008,0.515,-0.034,0.452,0,150,-9999,-9999,0.058905,0,0.02923,0,0,-6.8e-5,standard,0,mpf,7000,500,-9999,-9999,300,300,300,87.02552,25,-9.566627,85.465195,86.963394,-1.498199,2.444213,2.452754,1.181027,0.629813,0.218845,0.029919,0.268929,1.265303,33.20575,6.07e-4,2.40043,-4.1e-5,1,2.408421,-3.9e-5,1,0.60025,0.601702,0.107071,0,PSF-00232_20250723113648_1ff,PFA-00245,PSA-00257,PSF-00232,RHS-00222,3.0.0,2021-01-19T12:57:14Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47,C,56,B,2173,45,49,11:37:58,2025-07-23,Manual gsw+F,LI-COR Default,NA,049,NA,NA,0.019321,2.09151,0.019144,1.000748,1.134977,1.096311,5.165477,4.0305,13.660553,14.142349,64.364304,0.441786,7.5,PSF-00232_20250723113758_fb0,0,0,0,73.462486,96.49424,0.238685,0.5,0.8,192.299911,1,25.63,24.76,30.67,33.4,33.4,80.25,90.5,74.8,17.3,2014,4.017,11:28:32,2025-07-23,0.34,1,0,0.001,-9999,-0.404,-0.833,-9999,0,150,-9999,-9999,0.058905,0,0.02923,0,0,-6.8e-5,standard,0,mpf,7000,500,-9999,-9999,300,300,300,93.833687,25,-1.667744,94.878319,94.104515,0.773804,2.444102,2.453293,1.131343,0.743488,0.217806,0.033407,0.272507,1.786215,73.462486,6.16e-4,2.40043,-4.1e-5,1,2.408421,-3.9e-5,1,0.60025,0.601702,0.107071,0,PSF-00232_20250723113758_fb0,PFA-00245,PSA-00257,PSF-00232,RHS-00222,3.0.0,2021-01-19T12:57:14Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
